Genes/Conditions	dinI_U_N0025	dinP_U_N0025	lexA_U_N0025	lon_U_N0025	luc_U_N0025	mazF_U_N0025	recA_U_N0025	relA_U_N0025	ruvA_U_N0025	sulA_U_N0025	umuD_U_N0025	uvrA_U_N0025	yebF_U_N0075	luc_U_N0075	zipA_U_N0075	luc_U_N0000	b2618_U_N0075	bcp_U_N0075	cpxR_U_N0075	crcB_U_N0075	crp_U_N0075	cspF_U_N0075	dam_U_N0075	dnaA_U_N0075	dnaN_U_N0075	dnaT_U_N0075	emrR_U_N0075	era_U_N0075	fis_U_N0075	fklB_U_N0075	folA_U_N0075	galF_U_N0075	gcvR_U_N0075	gyrA_U_N0075	gyrI_U_N0075	hlpA_U_N0075	holD_U_N0075	hscA_U_N0075	IHF_U_N0075	ldrA_U_N0075	mcrB_U_N0075	mcrC_U_N0075	menB_U_N0075	menC_U_N0075	minD_U_N0075	minE_U_N0075	murI_U_N0075	yoeB_U_N0075	nrdA_U_N0075	nrdB_U_N0075	nupC_U_N0075	pyrC_U_N0075	rimI_U_N0075	rstB_U_N0075	ruvC_U_N0075	sbcB_U_N0075	uspA_U_N0075	WT_N0000	WT_N0025	WT_N0050	WT_N0075	recA_D_N0000	recA_D_N0050	recA_D_N0100	WT_D_N0100	luc2_U_N0025	luc2_U_N0000	T0_N0000	T12_N10000	T24_N10000	T24_N0000	T36_N10000	T48_N10000	T60_N10000	T60_N0000	ccdB_K12_t0	ccdB_K12_t30	ccdB_K12_t60	ccdB_K12_t90	ccdB_K12_t120	lacZ_K12_t0	lacZ_K12_t30	lacZ_K12_t60	lacZ_K12_t90	lacZ_K12_t120	lacZ_MG1063_t0	lacZ_MG1063_t30	lacZ_MG1063_t60	lacZ_MG1063_t90	lacZ_MG1063_120	ccdB_MG1063_t0	ccdB_MG1063_t30	ccdB_MG1063_t60	ccdB_MG1063_t90	ccdB_MG1063_t120	lacZ_W1863_t0	lacZ_W1863_t30	lacZ_W1863_t60	lacZ_W1863_t90	ccdB_W1872_t0
allS	7.644583225250244	7.706276893615723	7.835176467895508	7.7096266746521	7.7384934425354	7.675326824188232	7.7359466552734375	7.613123416900635	7.651289939880371	7.742469787597656	7.799149990081787	7.679330348968506	7.655506610870361	7.7249932289123535	7.71394681930542	7.528206825256348	7.586493492126465	7.709619998931885	7.7441301345825195	7.745890140533447	7.6085734367370605	7.605193614959717	7.462433338165283	7.762956619262695	7.5540900230407715	7.455356597900391	7.232254981994629	7.6586833000183105	7.689023017883301	7.8747968673706055	7.765433311462402	7.692409992218018	7.78801965713501	7.735933303833008	7.6660332679748535	7.561249732971191	7.4978766441345215	7.410093307495117	7.541399955749512	7.687150001525879	7.6688666343688965	7.687250137329102	7.8830366134643555	7.814813137054443	7.803083419799805	7.637316703796387	7.667116641998291	7.414246559143066	7.479673385620117	7.35708475112915	7.604410171508789	7.796060085296631	7.568630218505859	7.601653099060059	7.590199947357178	7.625183582305908	7.750863075256348	7.635629653930664	7.532535076141357	7.659165382385254	7.685965061187744	8.071100234985352	7.977054595947266	7.946010112762451	8.218935012817383	7.661180019378662	7.849895000457764	7.840336799621582	7.904926776885986	7.7969136238098145	7.640560150146484	7.731703281402588	7.764083385467529	7.843993186950684	7.64369010925293	7.485340118408203	7.554009914398193	7.6723198890686035	7.782619953155518	7.530129909515381	7.591330051422119	7.550020217895508	7.995259761810303	7.895060062408447	7.852789878845215	7.383625030517578	7.374169826507568	7.443015098571777	7.3838300704956055	7.524380207061768	7.272135257720947	7.416900157928467	7.459465026855469	7.609260082244873	7.670259952545166	7.632279872894287	7.542630195617676	7.586860179901123	7.33128023147583	7.507309913635254
alpA	7.168859958648682	7.211349964141846	7.2990031242370605	7.217319965362549	7.233216762542725	7.118833541870117	7.260250091552734	7.024716854095459	7.2532267570495605	7.236266613006592	7.31674337387085	7.222650051116943	7.415530204772949	7.243139743804932	7.338993072509766	7.154783248901367	7.160853385925293	7.3168463706970215	7.491176605224609	7.328813552856445	7.153823375701904	7.169073104858398	7.068019866943359	7.124529838562012	7.102479934692383	7.251043319702148	6.780429840087891	7.232293605804443	7.269790172576904	7.639613628387451	7.263440132141113	7.360836505889893	7.407203197479248	7.160620212554932	7.188516616821289	7.218726634979248	7.095903396606445	6.982496738433838	6.850755214691162	7.068536758422852	7.2387566566467285	7.510676860809326	7.345583438873291	7.471186637878418	7.233476638793945	7.215553283691406	7.190263271331787	6.82891321182251	6.9551100730896	6.817184925079346	7.239933490753174	7.453833103179932	7.337830066680908	7.229663372039795	7.102526664733887	7.158283233642578	7.30747652053833	8.235669136047363	8.255620002746582	7.950185298919678	7.555704593658447	7.3296051025390625	7.561545372009277	7.423005104064941	7.518795013427734	7.301340103149414	7.374965190887451	7.106950283050537	7.671706676483154	7.470343112945557	7.183650016784668	7.600236892700195	7.657820224761963	7.691843509674072	7.171249866485596	7.228030204772949	7.105440139770508	7.230189800262451	7.296619892120361	7.032619953155518	6.924409866333008	7.1549201011657715	7.5554399490356445	7.4283599853515625	7.4012298583984375	6.9813151359558105	6.962615013122559	6.858610153198242	6.920755386352539	6.764949798583984	7.094590187072754	6.932654857635498	7.106345176696777	7.270870208740234	7.365250110626221	7.1284499168396	7.141870021820068	7.059549808502197	7.141499996185303	7.104269981384277
alr	8.830906867980957	8.883819580078125	8.71310043334961	8.806583404541016	8.832639694213867	8.898249626159668	8.808403015136719	8.95816707611084	8.80246639251709	8.772239685058594	8.818619728088379	8.811452865600586	9.025206565856934	9.0186767578125	9.026780128479004	8.691426277160645	8.692709922790527	8.762893676757812	8.622759819030762	8.735902786254883	8.620943069458008	8.684069633483887	8.656272888183594	8.643783569335938	8.644733428955078	8.579679489135742	8.603500366210938	8.636710166931152	8.691410064697266	8.825556755065918	8.797463417053223	8.833189964294434	8.639459609985352	8.6261568069458	8.663350105285645	8.666583061218262	8.679773330688477	8.690930366516113	8.659719467163086	8.72229290008545	8.660897254943848	8.726129531860352	8.855053901672363	8.740063667297363	8.738829612731934	8.730603218078613	8.6698637008667	8.672880172729492	8.63654613494873	8.659520149230957	8.794282913208008	8.683652877807617	8.688426971435547	8.710893630981445	8.657583236694336	8.748689651489258	8.774263381958008	8.521285057067871	8.525969505310059	8.827844619750977	8.78762435913086	8.847004890441895	8.594205856323242	8.464469909667969	8.238755226135254	8.682950019836426	8.709620475769043	8.209159851074219	8.20676040649414	7.913559913635254	8.299283027648926	7.970876693725586	8.218079566955566	8.124090194702148	8.363993644714355	8.534469604492188	8.43021011352539	8.51023006439209	8.575550079345703	8.449819564819336	8.555890083312988	8.234270095825195	8.514249801635742	8.190150260925293	8.313989639282227	8.395445823669434	8.311495780944824	8.482519149780273	8.313600540161133	8.426919937133789	8.38117504119873	8.41897964477539	8.489544868469238	8.240520477294922	8.477609634399414	8.063090324401855	8.246609687805176	8.152549743652344	7.9958600997924805	8.149319648742676
alsA	8.128326416015625	8.23941707611084	8.292527198791504	8.219499588012695	8.351743698120117	8.284000396728516	8.421043395996094	7.999566555023193	8.26078987121582	8.319886207580566	8.39369010925293	8.283073425292969	8.430583000183105	8.429293632507324	8.451310157775879	8.189913749694824	8.497930526733398	8.691967010498047	8.75426959991455	8.698856353759766	8.515273094177246	8.430703163146973	8.269323348999023	8.577973365783691	8.53338623046875	8.469840049743652	7.986265182495117	8.498276710510254	8.49350357055664	8.821967124938965	8.724113464355469	8.546420097351074	8.561136245727539	8.510783195495605	8.533062934875488	8.448077201843262	8.204179763793945	8.222867012023926	8.184225082397461	8.501086235046387	8.55976676940918	8.67906665802002	8.707409858703613	8.637639999389648	8.580513954162598	8.416669845581055	8.338720321655273	8.034363746643066	8.10731029510498	8.019744873046875	8.306479454040527	8.706276893615723	8.476487159729004	8.475406646728516	8.288022994995117	8.462926864624023	8.574233055114746	8.604249954223633	8.628725051879883	8.774089813232422	8.640835762023926	8.728790283203125	8.591340065002441	8.619240760803223	8.967840194702148	8.496484756469727	8.478479385375977	8.174409866333008	8.542743682861328	8.540539741516113	8.482856750488281	8.516610145568848	8.614863395690918	8.583880424499512	8.333413124084473	8.914259910583496	8.451970100402832	8.475029945373535	8.320320129394531	8.112580299377441	8.532110214233398	8.414019584655762	8.61460018157959	8.417670249938965	8.353400230407715	8.200690269470215	8.197349548339844	8.19773006439209	8.25426959991455	8.194000244140625	8.215030670166016	8.273805618286133	8.288330078125	8.526724815368652	8.513349533081055	8.2877197265625	8.192130088806152	8.261679649353027	8.393959999084473	8.29928970336914
alsB	7.7634100914001465	7.9541802406311035	7.987120151519775	7.919076919555664	7.966586589813232	7.951593399047852	8.14305305480957	7.746906757354736	7.9784464836120605	8.008243560791016	8.17056655883789	8.016936302185059	8.251120567321777	8.156006813049316	8.169656753540039	7.918356418609619	8.225723266601562	8.348386764526367	8.5045166015625	8.382920265197754	8.267163276672363	8.126899719238281	7.9036335945129395	8.355210304260254	8.1835298538208	8.119966506958008	7.745524883270264	8.2495698928833	8.226746559143066	8.621256828308105	8.363116264343262	8.26298713684082	8.33276653289795	8.230929374694824	8.24549674987793	8.183233261108398	7.9926300048828125	7.860693454742432	7.810425281524658	8.126180648803711	8.327859878540039	8.437773704528809	8.479076385498047	8.405876159667969	8.403599739074707	8.106599807739258	8.076139450073242	7.750513553619385	7.786206245422363	7.732564926147461	8.049409866333008	8.497596740722656	8.372102737426758	8.203253746032715	8.015359878540039	8.239457130432129	8.314623832702637	8.454085350036621	8.357295036315918	8.608314514160156	8.443645477294922	8.48869514465332	8.868794441223145	8.695479393005371	9.239770889282227	8.360970497131348	8.327130317687988	7.865013122558594	8.17254638671875	8.291253089904785	8.46189022064209	8.292360305786133	8.28756332397461	8.287579536437988	8.291243553161621	8.81859016418457	8.02318000793457	8.236559867858887	8.144390106201172	7.746650218963623	8.55933952331543	8.024669647216797	8.241939544677734	7.963850021362305	8.033149719238281	7.9369049072265625	7.803894996643066	7.84922981262207	7.77356481552124	7.945370197296143	7.9580302238464355	7.850390434265137	7.8758697509765625	8.023035049438477	8.325830459594727	8.021599769592285	7.715169906616211	7.897900104522705	7.940219879150391	7.9258599281311035
alsC	7.825726509094238	7.947273254394531	8.055983543395996	7.942619800567627	7.886353492736816	7.924206733703613	8.023750305175781	7.658929824829102	7.868396759033203	7.97475004196167	8.018409729003906	7.9859232902526855	8.153456687927246	8.044540405273438	8.04442310333252	7.818039894104004	8.267723083496094	8.336819648742676	8.514699935913086	8.311826705932617	8.290916442871094	8.0916166305542	7.9440202713012695	8.404439926147461	8.168716430664062	8.166946411132812	7.641160011291504	8.259966850280762	8.152533531188965	8.472543716430664	8.351433753967285	8.250236511230469	8.231343269348145	8.190389633178711	8.21855354309082	8.10239315032959	7.928463459014893	7.790773391723633	7.7209248542785645	8.179710388183594	8.308516502380371	8.417779922485352	8.371199607849121	8.20460319519043	8.268990516662598	8.050009727478027	8.00507640838623	7.568963527679443	7.739576816558838	7.6715803146362305	8.091353416442871	8.43828010559082	8.332236289978027	8.118476867675781	7.918023109436035	8.136756896972656	8.17570686340332	8.361994743347168	8.272880554199219	8.452545166015625	8.413800239562988	8.312444686889648	8.142350196838379	8.187530517578125	8.4570951461792	8.153884887695312	8.159245491027832	7.887773513793945	8.2484130859375	8.17000675201416	8.239156723022461	8.192436218261719	8.391656875610352	8.285956382751465	7.9029998779296875	8.978779792785645	8.002969741821289	8.081629753112793	7.908639907836914	7.625199794769287	8.492210388183594	8.013500213623047	8.34241008758545	7.974400043487549	8.213580131530762	7.878284931182861	7.947795391082764	7.82635498046875	7.780489921569824	7.844540119171143	7.980890274047852	7.798609733581543	7.921219825744629	8.02556037902832	8.271039962768555	8.086770057678223	7.783720016479492	7.972360134124756	7.883170127868652	8.039179801940918
alsE	7.861656665802002	8.034019470214844	8.014666557312012	7.9593400955200195	7.9938063621521	7.992316722869873	8.15539264678955	7.68259334564209	7.847116470336914	7.991706848144531	8.047003746032715	8.020103454589844	8.29538345336914	8.182662963867188	8.187932968139648	7.751463413238525	8.211359977722168	8.373303413391113	8.460866928100586	8.369790077209473	8.245920181274414	8.171942710876465	7.870373249053955	8.34018325805664	8.169523239135742	8.09494686126709	7.662899971008301	8.250456809997559	8.22344970703125	8.565420150756836	8.371600151062012	8.267192840576172	8.291293144226074	8.27083683013916	8.251317024230957	8.155976295471191	7.976276874542236	7.766826629638672	7.777530193328857	8.154413223266602	8.296923637390137	8.431449890136719	8.504389762878418	8.37993335723877	8.396383285522461	8.138093948364258	8.069159507751465	7.612246513366699	7.782509803771973	7.61429500579834	8.116316795349121	8.477543830871582	8.28438949584961	8.25706958770752	7.992373466491699	8.176849365234375	8.29267692565918	8.42758560180664	8.447134971618652	8.703804969787598	8.516599655151367	8.384220123291016	8.175684928894043	8.05288028717041	8.189874649047852	8.294175148010254	8.381680488586426	7.7411699295043945	8.056612968444824	8.048696517944336	8.33665657043457	8.146296501159668	8.030179977416992	8.141160011291504	7.936727046966553	9.155670166015625	7.862030029296875	7.918670177459717	7.774099826812744	7.642330169677734	8.95680046081543	7.786159992218018	8.098679542541504	7.596109867095947	7.931389808654785	7.715934753417969	7.65185022354126	7.628705024719238	7.7349348068237305	7.776509761810303	7.714055061340332	7.733475208282471	7.74991512298584	7.672255039215088	8.0378999710083	7.74498987197876	7.559780120849609	7.687359809875488	7.645140171051025	7.589230060577393
alsK	7.506136894226074	7.576943397521973	7.665816783905029	7.627453327178955	7.668623447418213	7.653439998626709	7.71401309967041	7.483413219451904	7.532496452331543	7.669869899749756	7.850766658782959	7.73633337020874	8.166893005371094	8.034576416015625	8.09550666809082	7.861989974975586	8.235496520996094	8.51276969909668	8.620416641235352	8.538673400878906	8.443533897399902	8.27907657623291	7.993723392486572	8.469316482543945	8.27453327178955	8.208793640136719	7.767445087432861	8.361233711242676	8.33882999420166	8.716696739196777	8.493996620178223	8.419986724853516	8.503812789916992	8.413240432739258	8.418336868286133	8.326680183410645	8.125473022460938	7.907353401184082	7.890039920806885	8.279236793518066	8.469613075256348	8.477970123291016	8.689896583557129	8.478759765625	8.530460357666016	8.303916931152344	8.242779731750488	8.07291030883789	7.8839263916015625	7.78508996963501	8.285710334777832	8.52492618560791	8.459043502807617	8.373873710632324	8.126903533935547	8.250906944274902	8.366109848022461	8.181085586547852	8.119864463806152	8.317315101623535	8.212955474853516	8.049469947814941	7.930939674377441	7.926540374755859	8.066595077514648	8.134710311889648	8.049489974975586	7.843283176422119	7.961600303649902	8.114747047424316	8.240743637084961	8.028266906738281	8.095873832702637	8.04049301147461	7.963170051574707	9.05813980102539	7.839940071105957	7.854589939117432	7.873310089111328	7.795149803161621	8.667059898376465	7.918819904327393	8.410269737243652	7.8571600914001465	8.20676040649414	7.922359943389893	7.98898458480835	7.990735054016113	7.990469932556152	8.066180229187012	7.911465167999268	7.913320064544678	7.90194034576416	8.002554893493652	8.194910049438477	7.904419898986816	7.886569976806641	7.79079008102417	8.05978012084961	7.803030014038086
alx	8.13617992401123	8.230997085571289	8.140103340148926	8.075249671936035	8.183242797851562	8.549209594726562	8.20164966583252	8.368020057678223	8.124893188476562	8.279052734375	8.196303367614746	8.14624309539795	8.642566680908203	8.392796516418457	8.478036880493164	8.397856712341309	8.647256851196289	8.577823638916016	8.865126609802246	8.568106651306152	8.622686386108398	8.589763641357422	8.428383827209473	8.747713088989258	8.558433532714844	8.635236740112305	8.469534873962402	8.527846336364746	8.405340194702148	8.792940139770508	8.60614013671875	8.583196640014648	8.611509323120117	8.66230297088623	8.614706993103027	8.852787017822266	8.564423561096191	8.448860168457031	8.509530067443848	8.522103309631348	8.591179847717285	8.765406608581543	8.651659965515137	8.666357040405273	8.661827087402344	8.485513687133789	8.532356262207031	9.199560165405273	8.40250301361084	8.425800323486328	8.526873588562012	8.743083000183105	8.738117218017578	8.540006637573242	8.49038314819336	8.56464958190918	8.51101303100586	8.42859935760498	8.30844497680664	8.419445037841797	8.412795066833496	8.271814346313477	8.055825233459473	7.950320243835449	7.797184944152832	8.361150741577148	8.321229934692383	8.315142631530762	7.693853378295898	7.720049858093262	8.130927085876465	7.771406650543213	7.706429958343506	7.754886627197266	7.96835994720459	8.18062973022461	7.939720153808594	7.622300148010254	7.671889781951904	7.500740051269531	8.28042984008789	7.624139785766602	7.909210205078125	8.011940002441406	7.755650043487549	8.595219612121582	8.333599090576172	8.253595352172852	8.136704444885254	8.097599983215332	8.639599800109863	8.425065040588379	8.301895141601562	8.377079963684082	8.661439895629883	8.383890151977539	7.896349906921387	7.656000137329102	7.592909812927246	8.139039993286133
amiA	8.827982902526855	8.82409381866455	8.901976585388184	8.925119400024414	8.86142635345459	8.767206192016602	8.746990203857422	9.019637107849121	8.901456832885742	8.79774284362793	8.770317077636719	8.786413192749023	8.733396530151367	8.85598373413086	8.864529609680176	8.982993125915527	8.620400428771973	8.611069679260254	8.538900375366211	8.646639823913574	8.693676948547363	8.687556266784668	8.889540672302246	8.429160118103027	8.753852844238281	8.782620429992676	9.02904987335205	8.665550231933594	8.610309600830078	8.415573120117188	8.56643295288086	8.71717357635498	8.612759590148926	8.56523609161377	8.655963897705078	8.796052932739258	8.81662654876709	8.856383323669434	8.745670318603516	8.733309745788574	8.653077125549316	8.492727279663086	8.383549690246582	8.7192964553833	8.489069938659668	8.824776649475098	8.84710693359375	9.250116348266602	8.874710083007812	8.980765342712402	8.774580001831055	8.430397033691406	8.65468692779541	8.777213096618652	8.805330276489258	8.511333465576172	8.619070053100586	7.978869915008545	8.437840461730957	8.307920455932617	8.605500221252441	8.64762020111084	8.557424545288086	8.79284954071045	8.385680198669434	8.590980529785156	8.688390731811523	9.089619636535645	9.4017972946167	9.073963165283203	9.285313606262207	8.942536354064941	8.778656959533691	8.674413681030273	9.017112731933594	9.242919921875	8.807589530944824	8.734939575195312	8.769020080566406	9.153380393981934	9.090609550476074	8.783889770507812	8.705160140991211	8.767439842224121	8.987629890441895	8.85632038116455	9.25851058959961	9.120959281921387	9.33244514465332	9.099749565124512	8.897550582885742	8.962800025939941	8.739190101623535	8.801554679870605	8.617070198059082	8.958760261535645	9.1566801071167	9.161479949951172	9.540820121765137	9.15466022491455
amiB	9.334663391113281	9.373446464538574	9.312549591064453	9.349766731262207	9.296506881713867	9.291536331176758	9.321379661560059	9.593660354614258	9.30994701385498	9.35871696472168	9.340076446533203	9.404163360595703	9.799456596374512	9.826409339904785	9.902766227722168	9.600056648254395	10.457366943359375	10.255766868591309	10.198829650878906	10.153886795043945	10.380033493041992	10.344633102416992	10.298733711242676	10.3638334274292	10.36556625366211	10.510167121887207	10.392200469970703	10.540599822998047	10.425466537475586	10.180089950561523	10.268446922302246	10.12303352355957	10.201299667358398	10.335100173950195	10.287933349609375	10.21150016784668	10.333566665649414	10.232000350952148	10.307149887084961	10.655333518981934	10.40719985961914	10.347233772277832	9.948176383972168	10.089523315429688	10.155500411987305	10.325799942016602	10.180733680725098	10.481733322143555	10.368866920471191	10.333749771118164	10.355533599853516	10.488265991210938	10.309599876403809	10.179347038269043	10.190620422363281	10.093852996826172	10.090353012084961	8.813735008239746	8.976075172424316	9.209604263305664	9.787149429321289	9.34388542175293	9.428719520568848	9.832839965820312	9.486245155334473	9.277799606323242	9.104990005493164	9.658987045288086	9.572556495666504	10.222000122070312	9.535836219787598	10.256600379943848	10.023530006408691	9.953359603881836	9.425223350524902	9.513219833374023	9.599020004272461	9.522910118103027	9.332099914550781	9.629599571228027	9.610269546508789	9.76200008392334	9.574319839477539	9.18610954284668	9.334010124206543	9.712775230407715	9.802749633789062	9.802604675292969	9.804454803466797	9.635510444641113	9.848885536193848	9.932765007019043	9.995254516601562	10.01869010925293	10.135199546813965	9.487899780273438	9.513279914855957	9.461420059204102	9.375349998474121	9.596810340881348
amiC	8.827202796936035	8.84788990020752	8.84926986694336	8.885109901428223	8.773813247680664	8.958549499511719	8.836776733398438	9.217373847961426	8.815839767456055	8.887249946594238	8.884387016296387	8.87187385559082	8.839380264282227	8.954573631286621	8.899209976196289	8.848699569702148	8.633442878723145	8.645133018493652	8.630526542663574	8.6845064163208	8.614212989807129	8.63131332397461	8.85668659210205	8.66353988647461	8.742340087890625	8.900643348693848	9.07833480834961	8.648749351501465	8.635916709899902	8.66001033782959	8.674010276794434	8.647210121154785	8.539496421813965	8.582429885864258	8.671460151672363	8.80306339263916	8.773699760437012	8.972423553466797	8.938105583190918	8.759993553161621	8.600870132446289	8.525436401367188	8.644173622131348	8.737870216369629	8.505073547363281	8.713476181030273	8.767803192138672	9.259893417358398	8.941849708557129	9.28172492980957	8.818523406982422	8.611726760864258	8.66668701171875	8.730033874511719	8.804396629333496	8.717626571655273	8.709859848022461	8.445825576782227	8.497084617614746	8.59492015838623	8.805624961853027	8.459270477294922	8.24839973449707	8.15507984161377	8.111255645751953	8.682350158691406	8.667289733886719	8.728553771972656	8.757410049438477	8.127880096435547	9.063823699951172	8.369147300720215	8.443476676940918	8.517167091369629	8.87227725982666	8.993180274963379	8.353309631347656	8.5037202835083	8.373479843139648	8.560319900512695	8.944860458374023	8.416410446166992	8.365570068359375	8.307929992675781	8.258959770202637	8.500434875488281	8.662825584411621	8.572599411010742	8.68578052520752	8.450819969177246	8.632280349731445	8.429824829101562	8.35509967803955	8.516075134277344	8.304699897766113	8.845609664916992	8.804539680480957	8.766779899597168	8.571080207824707	8.76963996887207
amn	8.496379852294922	8.3038969039917	8.33666706085205	8.326143264770508	8.34217643737793	7.873176574707031	8.252243995666504	7.423243522644043	8.344993591308594	8.404152870178223	8.251270294189453	8.40276050567627	7.676916599273682	7.941076755523682	7.9128031730651855	8.865429878234863	7.608950138092041	7.3443732261657715	7.276966571807861	7.506126880645752	7.550846576690674	7.554686546325684	7.712296962738037	7.367573261260986	7.40772008895874	7.58026647567749	8.032879829406738	7.493293285369873	7.595560073852539	7.274636745452881	7.517463207244873	7.52043342590332	7.491483211517334	7.577426910400391	7.563993453979492	7.773543357849121	7.780883312225342	7.9618401527404785	7.8694353103637695	7.591056823730469	7.478819847106934	7.31289005279541	7.301493167877197	7.632126808166504	7.3732733726501465	7.7260565757751465	7.80894660949707	7.0383501052856445	7.807526588439941	8.215189933776855	7.751689910888672	7.301473140716553	7.391600131988525	7.599086761474609	7.8792266845703125	7.550893306732178	7.504413604736328	7.848175048828125	8.10778522491455	7.689694881439209	7.760159969329834	8.023445129394531	8.398550033569336	8.534289360046387	8.768020629882812	8.093574523925781	8.442754745483398	8.217976570129395	8.2201566696167	8.438833236694336	8.895246505737305	8.501896858215332	8.453753471374512	8.576600074768066	8.903173446655273	9.33053970336914	8.952890396118164	8.65330982208252	8.709839820861816	9.351449966430664	9.052519798278809	8.83471965789795	8.460000038146973	8.514989852905273	8.54796028137207	8.058870315551758	8.1768798828125	8.16450023651123	8.43025016784668	8.543800354003906	8.086830139160156	8.278840065002441	8.651530265808105	9.139344215393066	8.566949844360352	8.161789894104004	8.617500305175781	8.859310150146484	9.498390197753906	8.80049991607666
ampC	7.756616592407227	7.793690204620361	7.959390163421631	7.827849864959717	7.764510154724121	7.754260063171387	7.766566753387451	7.603113174438477	7.861289978027344	7.801400184631348	7.79610013961792	7.879859924316406	8.036036491394043	7.935256481170654	7.986753463745117	8.03869342803955	7.820903301239014	7.865200042724609	8.026866912841797	7.856486797332764	7.874636650085449	7.7480669021606445	7.64406681060791	7.8831868171691895	7.763423442840576	7.814563274383545	7.656519889831543	7.786903381347656	7.80474328994751	8.059873580932617	7.9181132316589355	7.819399833679199	7.810500144958496	7.7136735916137695	7.759699821472168	7.812160015106201	7.676990032196045	7.692866802215576	7.647559642791748	7.718569755554199	7.7945966720581055	8.004159927368164	7.93142032623291	7.939573287963867	7.930403232574463	7.751033306121826	7.633749961853027	7.640103340148926	7.629119873046875	7.80403995513916	7.708740234375	8.069876670837402	7.850856781005859	7.773406982421875	7.563680171966553	7.788036823272705	7.787073612213135	8.21718978881836	8.209515571594238	8.159804344177246	8.03381061553955	7.905179977416992	7.565730094909668	7.608095169067383	7.288609981536865	8.139225006103516	8.100874900817871	7.783316612243652	7.2904133796691895	7.395869731903076	7.814690113067627	7.52181339263916	7.294623374938965	7.320089817047119	7.456860065460205	7.849959850311279	7.749000072479248	7.80141019821167	7.747469902038574	7.453929901123047	7.755559921264648	7.96028995513916	7.8441901206970215	7.738110065460205	7.568789958953857	7.817275047302246	7.8509650230407715	7.979990005493164	7.8821797370910645	7.859320163726807	8.140924453735352	7.921114921569824	7.842519760131836	7.367645263671875	7.53911018371582	7.759170055389404	7.695980072021484	7.700089931488037	7.657289981842041	8.152910232543945
ampD	8.733399391174316	8.716903686523438	8.737223625183105	8.570897102355957	8.462943077087402	7.934899806976318	8.643396377563477	8.040793418884277	8.605813026428223	8.347660064697266	8.451706886291504	8.547822952270508	8.074800491333008	8.335553169250488	8.118083953857422	8.434989929199219	8.290223121643066	8.293660163879395	8.148066520690918	8.246560096740723	8.21976375579834	8.220549583435059	8.171879768371582	7.901350021362305	8.134880065917969	8.043100357055664	8.233620643615723	8.154516220092773	8.450440406799316	8.319696426391602	8.158726692199707	8.0045166015625	8.383953094482422	8.055143356323242	8.197739601135254	7.86734676361084	8.385743141174316	8.034913063049316	8.167759895324707	8.295700073242188	8.289253234863281	8.19851016998291	8.252820014953613	8.0881929397583	8.230213165283203	8.057693481445312	8.355843544006348	7.533886909484863	8.320796966552734	8.30558967590332	8.316339492797852	8.27657699584961	8.182950019836426	8.261396408081055	8.384110450744629	8.226523399353027	8.088240623474121	7.982554912567139	8.141889572143555	8.056190490722656	8.530099868774414	8.449179649353027	8.993599891662598	8.918234825134277	9.346505165100098	8.476309776306152	8.581830024719238	8.579693794250488	7.261066913604736	6.977070331573486	8.177826881408691	7.023983478546143	6.979519844055176	7.03164005279541	8.439386367797852	8.651069641113281	8.673910140991211	8.627269744873047	8.76904010772705	8.715299606323242	8.560959815979004	8.92455005645752	8.841950416564941	8.84214973449707	8.473259925842285	7.608729839324951	7.698009967803955	7.739654541015625	7.974390029907227	7.854400157928467	7.576294898986816	7.94449520111084	7.886674880981445	7.491270065307617	7.3555498123168945	8.18474006652832	8.112540245056152	8.242110252380371	8.50452995300293	8.434009552001953
ampE	8.677586555480957	8.803326606750488	8.812629699707031	8.696160316467285	8.563446998596191	8.578407287597656	8.729650497436523	8.452113151550293	8.62909984588623	8.442090034484863	8.57663631439209	8.519272804260254	8.241399765014648	8.546643257141113	8.230426788330078	8.433509826660156	8.55109977722168	8.571680068969727	8.650023460388184	8.59571647644043	8.457443237304688	8.486372947692871	8.340789794921875	8.31521987915039	8.376760482788086	8.08470344543457	8.151735305786133	8.342623710632324	8.458187103271484	8.569689750671387	8.392433166503906	8.30321979522705	8.551146507263184	8.414199829101562	8.389126777648926	8.253649711608887	8.513649940490723	8.33572006225586	8.333040237426758	8.428243637084961	8.509810447692871	8.428420066833496	8.55387020111084	8.223856925964355	8.487703323364258	8.280139923095703	8.557903289794922	8.394769668579102	8.447896957397461	8.362560272216797	8.403106689453125	8.502096176147461	8.45184326171875	8.410309791564941	8.486042976379395	8.372429847717285	8.367980003356934	8.518445014953613	8.056960105895996	7.756515026092529	8.496139526367188	8.649125099182129	8.870144844055176	8.771809577941895	9.196044921875	8.368034362792969	8.60820484161377	8.448533058166504	8.108823776245117	7.961930274963379	8.31169319152832	8.057650566101074	8.08000659942627	8.129633903503418	8.309229850769043	8.703410148620605	8.7606201171875	8.773810386657715	8.833279609680176	8.416830062866211	8.569250106811523	8.753060340881348	8.832610130310059	8.772419929504395	8.491530418395996	8.20634937286377	8.319869995117188	8.375635147094727	8.410200119018555	8.524250030517578	8.132075309753418	8.417215347290039	8.343199729919434	8.393709182739258	8.234450340270996	8.353130340576172	8.523059844970703	8.623889923095703	8.624489784240723	8.641329765319824
