Genes/Conditions	dinI_U_N0025	dinP_U_N0025	lexA_U_N0025	lon_U_N0025	luc_U_N0025	mazF_U_N0025	recA_U_N0025	relA_U_N0025	ruvA_U_N0025	sulA_U_N0025	umuD_U_N0025	uvrA_U_N0025	yebF_U_N0075	luc_U_N0075	zipA_U_N0075	luc_U_N0000	b2618_U_N0075	bcp_U_N0075	cpxR_U_N0075	crcB_U_N0075	crp_U_N0075	cspF_U_N0075	dam_U_N0075	dnaA_U_N0075	dnaN_U_N0075	dnaT_U_N0075	emrR_U_N0075	era_U_N0075	fis_U_N0075	fklB_U_N0075	folA_U_N0075	galF_U_N0075	gcvR_U_N0075	gyrA_U_N0075	gyrI_U_N0075	hlpA_U_N0075	holD_U_N0075	hscA_U_N0075	IHF_U_N0075	ldrA_U_N0075	mcrB_U_N0075	mcrC_U_N0075	menB_U_N0075	menC_U_N0075	minD_U_N0075	minE_U_N0075	murI_U_N0075	yoeB_U_N0075	nrdA_U_N0075	nrdB_U_N0075	nupC_U_N0075	pyrC_U_N0075	rimI_U_N0075	rstB_U_N0075	ruvC_U_N0075	sbcB_U_N0075	uspA_U_N0075	WT_N0000	WT_N0025	WT_N0050	WT_N0075	recA_D_N0000	recA_D_N0050	recA_D_N0100	WT_D_N0100	luc2_U_N0025	luc2_U_N0000	T0_N0000	T12_N10000	T24_N10000	T24_N0000	T36_N10000	T48_N10000	T60_N10000	T60_N0000	ccdB_K12_t0	ccdB_K12_t30	ccdB_K12_t60	ccdB_K12_t90	ccdB_K12_t120	lacZ_K12_t0	lacZ_K12_t30	lacZ_K12_t60	lacZ_K12_t90	lacZ_K12_t120	lacZ_MG1063_t0	lacZ_MG1063_t30	lacZ_MG1063_t60	lacZ_MG1063_t90	lacZ_MG1063_120	ccdB_MG1063_t0	ccdB_MG1063_t30	ccdB_MG1063_t60	ccdB_MG1063_t90	ccdB_MG1063_t120	lacZ_W1863_t0	lacZ_W1863_t30	lacZ_W1863_t60	lacZ_W1863_t90	ccdB_W1872_t0
acpS	9.429969787597656	9.48373031616211	9.419157028198242	9.414283752441406	9.4128999710083	9.252283096313477	9.34766960144043	8.720053672790527	9.412949562072754	9.366506576538086	9.373403549194336	9.43143367767334	9.176986694335938	9.201066970825195	9.103962898254395	9.629837036132812	9.172593116760254	9.071406364440918	8.98013687133789	8.948229789733887	8.882412910461426	9.107516288757324	9.020283699035645	9.123976707458496	8.915929794311523	9.185843467712402	9.12850570678711	9.100963592529297	9.086896896362305	8.95443344116211	9.042630195617676	9.02574634552002	9.020103454589844	9.068373680114746	9.09005355834961	9.078703880310059	9.10745620727539	9.074923515319824	9.245224952697754	9.226913452148438	9.093036651611328	9.023360252380371	9.077326774597168	9.000126838684082	9.023823738098145	9.070503234863281	9.06548023223877	8.407830238342285	9.1332368850708	9.11382007598877	9.182292938232422	8.989439964294434	9.051926612854004	9.147363662719727	9.228679656982422	9.201573371887207	9.031189918518066	9.386454582214355	9.24174976348877	9.282415390014648	9.282930374145508	9.301244735717773	9.048905372619629	8.895204544067383	9.02283000946045	9.302459716796875	9.34996509552002	9.337233543395996	8.872197151184082	8.794946670532227	9.44869327545166	8.788290023803711	8.678667068481445	8.801636695861816	9.488200187683105	9.537139892578125	9.501009941101074	9.52966022491455	9.362110137939453	9.452489852905273	9.614950180053711	9.17969036102295	9.10077953338623	8.93612003326416	8.952750205993652	9.118029594421387	8.994629859924316	8.834494590759277	8.9243803024292	8.834890365600586	8.922595024108887	8.92408561706543	8.705619812011719	8.577435493469238	8.812270164489746	9.175089836120605	9.08158016204834	9.073710441589355	9.075180053710938	8.935310363769531
acpT	9.322556495666504	9.230323791503906	9.235527038574219	9.16586685180664	9.257003784179688	9.304983139038086	9.31583309173584	9.502349853515625	9.298859596252441	9.288863182067871	9.174980163574219	9.207817077636719	9.683846473693848	9.703346252441406	9.745229721069336	9.462303161621094	9.84138011932373	9.860086441040039	9.80655288696289	9.876176834106445	9.867023468017578	9.982963562011719	9.984590530395508	9.765923500061035	10.110633850097656	9.901886940002441	10.087130546569824	9.946866035461426	9.93910026550293	9.791606903076172	9.786482810974121	9.833653450012207	9.767959594726562	9.847229957580566	9.816946983337402	9.907703399658203	9.941876411437988	10.013982772827148	9.993775367736816	9.918863296508789	9.803596496582031	9.847793579101562	9.666890144348145	9.779500007629395	9.707673072814941	9.956496238708496	9.94573974609375	10.140999794006348	10.020090103149414	10.136600494384766	9.92572021484375	9.929896354675293	9.88306999206543	9.925103187561035	9.876096725463867	9.697052955627441	9.854249954223633	9.041850090026855	9.202964782714844	9.091320037841797	9.427599906921387	8.726490020751953	9.100114822387695	8.981644630432129	8.33636474609375	9.174155235290527	9.197455406188965	8.930749893188477	9.159896850585938	9.206910133361816	9.10598373413086	9.445469856262207	9.248506546020508	9.076089859008789	8.86021614074707	9.067819595336914	8.790260314941406	9.1251802444458	8.727760314941406	9.542909622192383	9.2318696975708	9.139320373535156	9.082670211791992	9.133959770202637	9.173069953918457	9.461705207824707	9.616015434265137	9.549139976501465	9.42680549621582	9.543140411376953	9.4708251953125	9.647644996643066	9.75903034210205	9.841364860534668	10.034199714660645	8.803059577941895	8.987580299377441	8.647979736328125	8.934530258178711	9.034770011901855
acrA	10.680399894714355	10.638433456420898	10.68809986114502	10.601600646972656	10.600366592407227	10.529766082763672	10.633399963378906	10.339733123779297	10.704699516296387	10.651199340820312	10.691533088684082	10.633732795715332	10.642600059509277	10.902166366577148	10.803000450134277	11.082566261291504	10.903233528137207	10.871100425720215	10.913100242614746	10.835399627685547	10.867599487304688	10.913000106811523	10.837666511535645	10.789766311645508	10.881400108337402	10.855899810791016	10.8614501953125	10.797933578491211	10.862433433532715	10.869199752807617	10.885900497436523	10.727533340454102	10.917033195495605	10.972999572753906	10.959366798400879	10.89916706085205	11.05780029296875	11.086033821105957	11.035699844360352	10.870266914367676	10.838566780090332	10.84963321685791	10.892533302307129	10.761300086975098	10.954299926757812	10.90429973602295	11.08650016784668	10.77416706085205	11.1315336227417	11.187800407409668	10.963767051696777	10.860233306884766	10.761266708374023	10.993766784667969	11.021100044250488	10.82253360748291	10.913933753967285	9.703339576721191	9.671040534973145	9.616999626159668	10.572099685668945	10.004344940185547	9.800819396972656	9.854169845581055	9.155940055847168	11.092649459838867	10.989850044250488	11.010900497436523	9.54468059539795	10.010900497436523	10.845267295837402	9.611193656921387	9.195650100708008	9.03952693939209	10.71186637878418	10.694299697875977	10.58489990234375	10.38129997253418	10.286399841308594	9.90429973602295	11.075300216674805	10.373200416564941	9.885359764099121	10.070300102233887	10.093600273132324	10.824999809265137	10.721749305725098	10.518199920654297	10.680700302124023	10.28279972076416	10.68744945526123	10.609649658203125	10.140249252319336	9.530069351196289	9.129989624023438	11.071000099182129	10.765999794006348	10.553799629211426	9.922249794006348	10.909899711608887
acrB	9.645009994506836	9.598126411437988	9.705266952514648	9.592717170715332	9.701333045959473	9.515406608581543	9.6261568069458	9.56070327758789	9.669076919555664	9.590319633483887	9.649709701538086	9.573017120361328	9.683079719543457	9.756926536560059	9.490427017211914	9.978503227233887	9.905036926269531	9.70318603515625	9.78838062286377	9.796813011169434	9.71463680267334	9.790249824523926	9.748446464538574	9.755426406860352	9.846463203430176	9.732216835021973	9.706805229187012	9.797983169555664	9.708662986755371	9.560210227966309	9.72153377532959	9.489067077636719	9.811933517456055	9.902613639831543	9.956803321838379	9.783940315246582	9.984713554382324	9.961540222167969	9.951505661010742	9.852932929992676	9.71487045288086	9.689559936523438	9.778873443603516	9.578400611877441	9.794063568115234	9.817489624023438	9.969579696655273	10.098600387573242	10.031103134155273	10.132099151611328	9.909886360168457	9.65074634552002	9.660750389099121	9.817852973937988	9.967236518859863	9.85474681854248	9.741673469543457	8.930785179138184	8.659394264221191	8.774155616760254	9.477855682373047	9.470069885253906	8.834805488586426	8.877729415893555	8.824715614318848	9.734134674072266	9.74323558807373	10.3142671585083	8.676226615905762	8.595069885253906	9.72739315032959	8.50078010559082	8.395853042602539	8.33043384552002	9.664409637451172	9.534819602966309	9.912690162658691	9.28950023651123	9.061650276184082	8.716309547424316	9.686960220336914	9.326919555664062	9.018059730529785	9.094860076904297	9.003899574279785	9.717649459838867	9.634905815124512	9.552950859069824	9.613775253295898	9.5108003616333	9.590270042419434	9.413595199584961	9.219505310058594	9.197620391845703	8.968130111694336	9.870789527893066	9.501819610595703	9.515990257263184	9.314909934997559	9.555780410766602
acrD	7.820693492889404	7.958549976348877	8.026249885559082	7.888843059539795	7.886109828948975	7.7914299964904785	7.820156574249268	7.8220534324646	7.948939800262451	7.900130271911621	7.724550247192383	7.883116722106934	8.006633758544922	7.8129401206970215	7.899333477020264	8.052693367004395	7.885119915008545	7.979593276977539	7.97071647644043	7.933486461639404	7.992839813232422	7.977630138397217	7.9658966064453125	7.673313140869141	7.846986770629883	7.77564001083374	7.8822550773620605	7.903989791870117	7.863583564758301	7.960190296173096	7.975053310394287	8.00707721710205	8.000639915466309	7.860523223876953	7.981266498565674	8.012722969055176	7.87351655960083	7.8103766441345215	7.56374979019165	7.7310566902160645	7.941606521606445	7.973273277282715	7.821826457977295	8.17003345489502	7.915043354034424	8.011706352233887	8.008727073669434	7.807600021362305	7.889543533325195	7.86515998840332	7.812483310699463	7.955060005187988	7.92657995223999	7.914830207824707	7.904749870300293	7.751706600189209	7.887470245361328	7.560470104217529	8.123485565185547	7.924849987030029	7.9428300857543945	7.954655170440674	8.022805213928223	7.822714805603027	7.761229991912842	7.68426513671875	8.141249656677246	8.086426734924316	8.042393684387207	7.864193439483643	7.9388604164123535	7.8254499435424805	7.784589767456055	7.860080242156982	7.878159999847412	8.077210426330566	8.108010292053223	8.042010307312012	8.064290046691895	8.068220138549805	7.858150005340576	8.106550216674805	8.159049987792969	7.988739967346191	7.993959903717041	8.033055305480957	7.952630043029785	7.967024803161621	7.970244884490967	7.992690086364746	8.038629531860352	7.9740447998046875	8.015745162963867	8.154765129089355	8.032970428466797	8.231389999389648	8.064599990844727	8.09823989868164	8.343560218811035	7.951200008392334
acrE	6.626226902008057	6.773383140563965	6.739876747131348	6.602550029754639	6.769876480102539	6.709933280944824	6.685780048370361	6.6360368728637695	6.695083141326904	6.7405266761779785	6.771616458892822	6.669166564941406	6.5178399085998535	6.724963188171387	6.685396671295166	6.787290096282959	6.970787048339844	6.792563438415527	7.052513122558594	6.90773344039917	6.829083442687988	6.826253414154053	6.789986610412598	6.98318338394165	6.927823066711426	6.797019958496094	6.635879993438721	6.9292402267456055	6.773169994354248	7.052119731903076	6.904516696929932	6.763586521148682	6.816736698150635	6.827373504638672	6.824713230133057	6.815873146057129	6.677450180053711	6.744816780090332	6.649515151977539	6.919280052185059	6.879863262176514	7.076436519622803	6.921440124511719	6.963013172149658	6.705060005187988	6.773423194885254	6.691243648529053	6.6232099533081055	6.667186737060547	6.617549896240234	6.809393405914307	7.2239766120910645	6.8836798667907715	6.779443264007568	6.700453281402588	6.7543864250183105	6.785486698150635	6.554195404052734	6.503505229949951	6.433809757232666	6.674695014953613	7.041724681854248	7.194819927215576	7.06534481048584	7.173749923706055	6.552860260009766	6.430680274963379	6.808889865875244	6.984149932861328	7.013563632965088	6.678810119628906	7.075043201446533	7.06251335144043	7.1869635581970215	6.701983451843262	6.7960100173950195	6.808949947357178	6.527180194854736	6.776979923248291	6.820260047912598	6.745480060577393	6.759099960327148	6.9846601486206055	6.910709857940674	7.2705302238464355	6.737229824066162	6.649750232696533	6.702400207519531	6.859334945678711	6.664750099182129	6.6892900466918945	6.815124988555908	6.898405075073242	7.041840076446533	7.131619930267334	6.839930057525635	6.611090183258057	6.749569892883301	6.917669773101807	6.607079982757568
acrF	6.532663345336914	6.648749828338623	6.508956432342529	6.545896530151367	6.609006881713867	6.6366801261901855	6.570396900177002	6.623753070831299	6.472203254699707	6.5378499031066895	6.514006614685059	6.518959999084473	7.085973262786865	6.849983215332031	6.951853275299072	6.373183250427246	6.718286514282227	6.944583415985107	7.057633399963379	6.8629865646362305	6.719346523284912	6.765059947967529	6.468220233917236	6.812003135681152	6.712773323059082	6.632936954498291	6.329005241394043	6.693816661834717	6.738329887390137	7.10839319229126	6.904376983642578	6.8524298667907715	6.810663223266602	6.741323471069336	6.8386735916137695	6.827849864959717	6.539713382720947	6.462893486022949	6.320149898529053	6.5639567375183105	6.753230094909668	6.862333297729492	6.967393398284912	6.905743598937988	6.915826797485352	6.602010250091553	6.617799758911133	6.538673400878906	6.346466541290283	6.2448649406433105	6.788539886474609	6.827676773071289	6.894996643066406	6.76318359375	6.632523536682129	6.744763374328613	6.803319931030273	7.933865070343018	7.84807014465332	7.772059917449951	7.470660209655762	7.077445030212402	6.937274932861328	6.6033148765563965	6.681419849395752	7.0474348068237305	7.17032527923584	6.49251651763916	6.453576564788818	6.412116527557373	6.359753131866455	6.323746681213379	6.4320068359375	6.465579986572266	6.293883323669434	6.428850173950195	6.36338996887207	6.39277982711792	6.394370079040527	6.37923002243042	6.362390041351318	6.362390041351318	6.359489917755127	6.386960029602051	6.359370231628418	6.270119667053223	6.298454761505127	6.312914848327637	6.345465183258057	6.2911601066589355	6.381479740142822	6.416109561920166	6.328750133514404	6.514530181884766	6.428699970245361	6.36978006362915	6.335219860076904	6.2063798904418945	6.330639839172363	6.251090049743652
acrR	7.426496982574463	7.689233303070068	7.684346675872803	7.828046798706055	7.5763468742370605	7.611599922180176	7.587646484375	7.84925651550293	7.6053466796875	7.619540214538574	7.739833354949951	7.727413177490234	7.2415032386779785	7.761403560638428	7.593830108642578	7.36733341217041	7.623693466186523	7.459666728973389	7.513909816741943	7.571080207824707	7.4310431480407715	7.535503387451172	7.414899826049805	7.374080181121826	7.602296829223633	7.583340167999268	7.624660015106201	7.557343482971191	7.4944233894348145	7.577613353729248	7.409433364868164	7.194006443023682	7.4415669441223145	7.536343097686768	7.576623439788818	7.411973476409912	7.626733303070068	7.612430095672607	7.617530345916748	7.60099983215332	7.4561767578125	7.62746000289917	7.469666481018066	7.341623306274414	7.506900310516357	7.4300031661987305	7.595963478088379	8.385263442993164	7.613070011138916	7.701755046844482	7.597809791564941	7.580090045928955	7.342856407165527	7.43532657623291	7.603219985961914	7.552433490753174	7.401350021362305	7.3244547843933105	7.050185203552246	6.773029804229736	7.547790050506592	7.243594646453857	7.083040237426758	6.975480079650879	7.003115177154541	7.577499866485596	7.472845077514648	7.654223442077637	6.7670698165893555	7.158259868621826	7.835639953613281	6.912749767303467	6.751550197601318	6.823309898376465	7.5462965965271	7.609469890594482	7.165500164031982	7.116980075836182	6.799789905548096	6.619470119476318	7.724480152130127	7.105420112609863	7.093689918518066	7.053790092468262	7.020430088043213	7.465324878692627	7.435889720916748	7.3693647384643555	7.355140209197998	6.75246000289917	7.516294956207275	7.082230091094971	6.777095317840576	6.709400177001953	6.7012200355529785	7.512430191040039	7.333069801330566	7.411419868469238	7.07682991027832	7.450300216674805
acs	7.5062432289123535	7.779119968414307	7.94966983795166	7.775219917297363	7.8125	7.684803485870361	7.969513416290283	7.7140069007873535	7.7098236083984375	7.832056522369385	7.854206562042236	7.742703437805176	7.597256660461426	7.637740135192871	7.599899768829346	7.548009872436523	7.725736618041992	7.797483444213867	7.677003383636475	7.7333664894104	7.945469856262207	7.888640403747559	7.6387434005737305	7.6988067626953125	7.854010105133057	7.746350288391113	7.630295276641846	7.733960151672363	7.899916648864746	7.930520057678223	8.029586791992188	7.8716936111450195	7.807300090789795	7.679870128631592	7.648803234100342	7.779379844665527	7.56937313079834	7.564310073852539	7.43958044052124	7.673643112182617	7.929493427276611	8.014113426208496	7.835963249206543	7.823536396026611	7.686153411865234	7.755589962005615	7.7308831214904785	7.190130233764648	7.616606712341309	7.807720184326172	7.6307597160339355	7.738480091094971	7.718289852142334	7.482880115509033	7.677690029144287	7.573196887969971	7.72967004776001	7.231959819793701	7.458320140838623	7.685144901275635	8.482739448547363	7.755675315856934	8.16052532196045	8.229780197143555	8.36666488647461	7.412684917449951	7.3138203620910645	7.588613510131836	7.769420146942139	8.565589904785156	10.864233016967773	8.765227317810059	8.366426467895508	8.773449897766113	11.871767044067383	8.993619918823242	7.746840000152588	7.665369987487793	7.6205902099609375	7.4859700202941895	8.670029640197754	7.839960098266602	7.919169902801514	7.954309940338135	7.7139201164245605	8.086050033569336	7.953044891357422	7.749209880828857	7.732850074768066	7.593090057373047	8.002799987792969	7.993734836578369	7.802120208740234	7.90477991104126	7.907080173492432	8.593429565429688	7.964109897613525	7.857900142669678	8.030360221862793	7.6826701164245605
actP	7.204743385314941	7.322460174560547	7.466219902038574	7.463513374328613	7.304530143737793	7.285843372344971	7.517300128936768	7.260883331298828	7.339996814727783	7.330766677856445	7.349223613739014	7.216623306274414	7.7889299392700195	7.49755334854126	7.517036437988281	7.145669937133789	7.6514434814453125	8.076666831970215	7.8514533042907715	7.8551764488220215	7.931033134460449	7.868890285491943	7.4508233070373535	7.802859783172607	7.906946659088135	7.640739917755127	7.1210150718688965	7.881316661834717	7.874616622924805	8.273213386535645	8.026986122131348	7.970310211181641	7.988666534423828	7.6796369552612305	7.526463508605957	7.661232948303223	7.470009803771973	6.937193393707275	7.034379959106445	7.396560192108154	8.037260055541992	8.2949800491333	7.908170223236084	7.822986602783203	8.005586624145508	7.74616003036499	7.685166835784912	7.464023113250732	7.2530198097229	7.239564895629883	7.522890090942383	8.09174633026123	8.126616477966309	7.613933086395264	7.557633399963379	7.659366607666016	7.752299785614014	7.710999965667725	7.924745082855225	7.450395107269287	7.873779773712158	7.487679958343506	7.110550403594971	7.336565017700195	7.3406548500061035	7.539565086364746	7.794489860534668	7.135233402252197	6.9727935791015625	7.609393119812012	10.045289993286133	7.842313289642334	7.130980014801025	7.7328200340271	10.805999755859375	7.938849925994873	7.088620185852051	6.958509922027588	6.991000175476074	6.981080055236816	7.643229961395264	7.132209777832031	7.4674201011657715	7.11152982711792	7.060800075531006	7.296525001525879	7.334885120391846	7.172885417938232	7.244459629058838	7.183499813079834	7.439584732055664	7.390775203704834	7.282649993896484	7.203359603881836	7.281899929046631	7.569509983062744	7.282750129699707	7.316800117492676	7.288269996643066	7.200669765472412
ada	8.409310340881348	8.294736862182617	8.362020492553711	8.33450984954834	8.359153747558594	8.359267234802246	8.38895034790039	8.300310134887695	8.353889465332031	8.316096305847168	8.363903045654297	8.319620132446289	7.982880115509033	8.07606029510498	8.150623321533203	8.492280006408691	7.932703495025635	7.942153453826904	7.930200099945068	7.954946994781494	8.013442993164062	8.042966842651367	8.20909309387207	7.820780277252197	7.929916858673096	8.06598949432373	8.26110553741455	7.895209789276123	8.075189590454102	7.859613418579102	8.018616676330566	8.085443496704102	7.995279788970947	8.061553955078125	8.121333122253418	8.133223533630371	8.189729690551758	8.327826499938965	8.128719329833984	7.985843181610107	7.859686851501465	7.861499786376953	7.979776382446289	8.157476425170898	7.916396617889404	8.1000337600708	8.18359375	8.509726524353027	8.189133644104004	8.29134464263916	8.178239822387695	7.822739601135254	7.81712007522583	8.08646297454834	8.190003395080566	7.972743034362793	8.122706413269043	7.489059925079346	7.685450077056885	7.5069499015808105	7.947705268859863	8.391875267028809	8.533909797668457	8.591429710388184	8.57592487335205	7.957479953765869	8.053865432739258	8.63228702545166	8.514030456542969	8.280680656433105	8.339719772338867	8.38503360748291	8.310873031616211	8.259566307067871	8.356356620788574	8.274660110473633	8.447179794311523	8.302319526672363	8.647299766540527	8.623339653015137	8.285079956054688	8.451549530029297	8.631730079650879	8.525309562683105	8.424070358276367	8.554365158081055	8.551924705505371	8.594969749450684	8.575799942016602	8.696990013122559	8.53613567352295	8.468149185180664	8.538110733032227	8.613835334777832	8.607250213623047	8.689590454101562	8.648170471191406	8.650670051574707	9.041640281677246	8.509550094604492
add	9.981490135192871	9.928653717041016	9.872360229492188	9.886433601379395	9.961503028869629	9.479646682739258	9.891986846923828	9.034196853637695	9.958483695983887	9.81705379486084	9.865663528442383	9.964136123657227	8.724796295166016	8.842659950256348	8.897183418273926	10.301466941833496	8.564932823181152	8.387606620788574	8.303230285644531	8.502269744873047	8.442070007324219	8.526926040649414	8.712507247924805	8.523276329040527	8.52954387664795	8.742779731750488	9.120705604553223	8.20085334777832	8.49376392364502	8.223859786987305	8.489457130432129	8.487983703613281	8.609089851379395	8.792062759399414	8.821056365966797	8.700043678283691	8.913907051086426	9.076863288879395	9.287650108337402	8.65056324005127	8.516263008117676	8.251440048217773	8.557669639587402	8.614609718322754	8.496156692504883	8.797109603881836	8.874283790588379	8.706067085266113	8.999836921691895	9.141104698181152	8.856613159179688	8.397566795349121	8.557419776916504	8.861856460571289	8.891213417053223	8.855483055114746	8.766860008239746	8.970705032348633	9.023090362548828	8.782025337219238	8.757559776306152	9.301859855651855	9.471095085144043	9.737910270690918	9.504105567932129	9.827910423278809	9.932069778442383	10.125200271606445	10.524066925048828	10.973067283630371	9.292540550231934	10.758566856384277	10.670000076293945	10.34000015258789	9.530526161193848	10.753800392150879	10.223299980163574	9.655719757080078	9.513589859008789	8.383210182189941	10.756699562072754	10.103899955749512	9.786250114440918	9.672249794006348	9.656169891357422	9.325730323791504	9.284039497375488	9.02684497833252	9.00876522064209	8.852230072021484	9.194350242614746	9.376524925231934	9.325614929199219	9.143864631652832	8.752790451049805	9.683030128479004	9.695980072021484	9.202589988708496	8.594929695129395	9.760950088500977
ade	7.781519889831543	7.843316555023193	7.91745662689209	7.848233222961426	7.894566535949707	7.925489902496338	7.995669841766357	7.934086799621582	7.870560169219971	7.966036796569824	7.912136554718018	7.913567066192627	8.129183769226074	8.003093719482422	8.034100532531738	7.83668327331543	8.013633728027344	8.056323051452637	8.085989952087402	7.9761433601379395	8.028630256652832	8.073626518249512	8.155533790588379	8.07901382446289	8.2775297164917	8.024829864501953	7.736485004425049	7.94400691986084	8.130709648132324	8.144700050354004	8.197047233581543	8.022029876708984	8.126879692077637	8.116690635681152	8.002976417541504	8.04028606414795	8.01117992401123	7.932053565979004	7.843094825744629	8.06502628326416	8.093647003173828	8.184916496276855	8.135930061340332	8.084883689880371	8.019949913024902	8.032190322875977	7.913926601409912	8.62186050415039	7.952006816864014	7.8493146896362305	7.954453468322754	8.182673454284668	8.081413269042969	8.002789497375488	7.885246753692627	7.984273433685303	8.004270553588867	7.7131500244140625	7.631114959716797	7.85237979888916	8.08154582977295	8.28007984161377	8.4808349609375	8.10997486114502	7.9667649269104	7.9191999435424805	7.844019889831543	7.944999694824219	7.9424333572387695	8.01019287109375	7.691506385803223	7.930423259735107	7.949123382568359	8.00236701965332	7.647590160369873	7.940060138702393	7.918879985809326	7.870520114898682	7.724130153656006	7.650479793548584	7.964849948883057	7.922229766845703	8.215629577636719	8.153820037841797	8.264360427856445	8.117545127868652	8.007500648498535	8.086355209350586	8.04239559173584	8.066969871520996	8.045254707336426	8.022894859313965	8.048999786376953	8.13860034942627	8.56702995300293	8.364640235900879	7.836209774017334	7.925960063934326	7.9439802169799805	8.149060249328613
adhE	11.669500350952148	11.294666290283203	11.17943286895752	11.144366264343262	11.23206615447998	9.944096565246582	10.843400001525879	9.65155029296875	11.338699340820312	11.111800193786621	10.950033187866211	11.166266441345215	11.00646686553955	10.860199928283691	11.0155668258667	12.038666725158691	11.027466773986816	11.04110050201416	10.91336727142334	11.101933479309082	10.940966606140137	11.038399696350098	10.833800315856934	10.938766479492188	10.833733558654785	11.00256633758545	11.09380054473877	11.051833152770996	11.041899681091309	10.976900100708008	11.064533233642578	11.163399696350098	11.227266311645508	11.26669979095459	11.195199966430664	11.073966979980469	11.057433128356934	11.101432800292969	11.099599838256836	11.119366645812988	11.067466735839844	10.932600021362305	11.100833892822266	11.188699722290039	10.95199966430664	10.990966796875	11.057366371154785	9.423580169677734	11.110699653625488	11.242850303649902	11.296833038330078	11.04836654663086	11.08663272857666	11.1715669631958	11.253966331481934	11.128399848937988	10.937800407409668	12.362900733947754	12.381549835205078	11.781099319458008	10.85165023803711	9.831564903259277	9.711020469665527	9.88117504119873	10.376350402832031	11.482300758361816	11.798749923706055	10.398900032043457	9.193633079528809	9.303786277770996	10.059033393859863	9.11476993560791	8.986570358276367	8.834556579589844	10.3482666015625	10.529899597167969	11.722399711608887	12.89780044555664	11.368399620056152	10.745599746704102	10.731499671936035	11.680700302124023	11.68239974975586	10.728400230407715	9.642580032348633	9.106144905090332	10.333849906921387	11.062950134277344	11.314900398254395	11.753199577331543	9.745889663696289	9.908549308776855	10.330900192260742	10.916350364685059	8.861479759216309	9.156780242919922	10.648500442504883	11.221699714660645	11.718000411987305	11.03909969329834
adhP	7.956563472747803	8.070823669433594	8.060136795043945	7.9484968185424805	8.046846389770508	8.057232856750488	8.061989784240723	8.07547664642334	8.089376449584961	7.999196529388428	8.071773529052734	8.014629364013672	7.803869724273682	7.859783172607422	7.81682014465332	8.132309913635254	8.012073516845703	7.73606014251709	7.66606330871582	7.781803607940674	7.713893413543701	7.806046485900879	7.748533248901367	7.769070148468018	7.660329818725586	7.872223377227783	8.13281536102295	7.801946640014648	7.807423114776611	7.518466949462891	7.6950201988220215	7.749273300170898	7.836820125579834	7.998856544494629	7.942756652832031	7.91717004776001	8.028409957885742	8.136116981506348	8.193025588989258	7.988759994506836	7.7166266441345215	7.502846717834473	7.7627034187316895	7.667316436767578	7.730493545532227	7.9563398361206055	7.937756538391113	8.192126274108887	8.067156791687012	8.1668701171875	7.9881768226623535	7.682523250579834	7.7855634689331055	7.943093299865723	7.931086540222168	7.891409873962402	7.764703273773193	7.715540409088135	7.638474941253662	7.588904857635498	7.798619747161865	7.978449821472168	8.354040145874023	8.386290550231934	8.295045852661133	7.793715000152588	7.792309761047363	8.091523170471191	8.087080001831055	8.102859497070312	8.076459884643555	8.11436653137207	8.178943634033203	8.195340156555176	8.913530349731445	8.0518798828125	8.301050186157227	8.186829566955566	8.658249855041504	8.809969902038574	8.248700141906738	7.912069797515869	8.071800231933594	8.199629783630371	8.08452033996582	8.152134895324707	8.337454795837402	8.293025016784668	8.492815017700195	8.763750076293945	8.180899620056152	8.099334716796875	8.423510551452637	8.482029914855957	8.60552978515625	8.43008041381836	8.627880096435547	8.602450370788574	8.72465991973877	8.211009979248047
adiA	7.457043170928955	7.437473297119141	7.427443027496338	7.284613609313965	7.384576797485352	7.337643146514893	7.520063400268555	7.334670066833496	7.402886867523193	7.419419765472412	7.451986789703369	7.4052734375	8.134173393249512	8.015256881713867	8.002223014831543	7.463220119476318	8.251533508300781	8.463973045349121	8.539413452148438	8.499503135681152	8.513087272644043	8.365583419799805	7.973963260650635	8.395943641662598	8.256030082702637	8.223380088806152	7.267739772796631	8.326227188110352	8.337133407592773	8.792742729187012	8.615180015563965	8.51200008392334	8.416752815246582	8.404620170593262	8.239069938659668	8.201992988586426	7.950943470001221	7.742986679077148	7.612500190734863	8.31032657623291	8.445249557495117	8.744206428527832	8.66391658782959	8.511819839477539	8.490873336791992	8.18332290649414	8.124073028564453	7.3824567794799805	7.775943756103516	7.6041998863220215	8.289596557617188	8.687586784362793	8.491959571838379	8.270090103149414	8.065959930419922	8.306839942932129	8.325407028198242	8.35276985168457	8.102449417114258	8.185460090637207	8.157995223999023	7.895704746246338	7.658844947814941	7.670505046844482	7.731734752655029	7.832155227661133	7.885775089263916	7.214606761932373	7.43052339553833	7.364786624908447	7.171130180358887	7.436136722564697	7.50895357131958	7.5983967781066895	7.087056636810303	7.41087007522583	7.385439872741699	7.63923978805542	10.006500244140625	11.72189998626709	7.2560200691223145	7.377739906311035	7.614369869232178	7.749030113220215	8.009110450744629	7.09836483001709	7.26100492477417	7.246620178222656	7.280474662780762	7.245759963989258	7.250315189361572	7.140880107879639	7.323765277862549	7.354094982147217	7.281529903411865	7.3294901847839355	7.095049858093262	7.319129943847656	7.231379985809326	7.269179821014404
